TC,LOC,SC,E
org.apache.commons.collections4.ListUtilsTest#testIntersectionOrderInsensitivity,11,2,219.907166
org.apache.commons.collections4.map.MultiKeyMapTest#testLRUMultiKeyMap,20,22,213.286514
org.apache.commons.collections4.ListUtilsTest#testLongestCommonSubsequenceWithString,15,8,214.275909
org.apache.commons.collections4.bag.UnmodifiableSortedBagTest#testUnmodifiable,4,2,216.972031
org.apache.commons.collections4.iterators.CollatingIteratorTest#testIterateEven,10,11,241.590683
org.apache.commons.collections4.list.AbstractListTest#testListRemoveByIndexBoundsChecking,11,0,203.93309
org.apache.commons.collections4.properties.EmptyPropertiesTest#testSave,18,0,209.459137
org.apache.commons.collections4.bag.AbstractBagTest#testBagToArrayPopulate,21,0,212.14209
org.apache.commons.collections4.TransformerUtilsTest#testStringValueTransformer,5,4,209.823761
org.apache.commons.collections4.map.LRUMapTest#testCtors,3,0,199.968399
org.apache.commons.collections4.keyvalue.MultiKeyTest#testGetKeysSimpleConstructor,7,0,221.394073
org.apache.commons.collections4.comparators.ComparatorChainTest#testBadNoopComparatorChain,6,3,216.899124
org.apache.commons.collections4.list.PredicatedListTest#testIllegalAddAll,13,3,226.745834
org.apache.commons.collections4.FactoryUtilsTest#instantiateFactorySimple,8,6,214.996552
org.apache.commons.collections4.CollectionUtilsTest#addIgnoreNull,13,12,221.132629
org.apache.commons.collections4.map.AbstractOrderedMapTest#testNextKey,32,0,204.474838
org.apache.commons.collections4.list.TreeListTest#testIterationOrder,19,13,228.872513
org.apache.commons.collections4.collection.AbstractCollectionTest#testCollectionRemoveAll,30,0,206.383728
org.apache.commons.collections4.bloomfilter.IndexFilterTest#testFilter,27,14,215.602386
org.apache.commons.collections4.map.PassiveExpiringMapTest#testValues,4,0,224.511002
org.apache.commons.collections4.ListUtilsTest#testPredicatedList,6,0,221.57991
org.apache.commons.collections4.CollectionUtilsTest#testPermutationsWithNullCollection,3,1,227.383881
org.apache.commons.collections4.set.CompositeSetTest#testRemoveComposited,9,5,221.040848
org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest#testBitMapProducerSize,16,0,214.958389
org.apache.commons.collections4.IteratorUtilsTest#testCollatedIteratorCollectionNull,8,5,210.948013
org.apache.commons.collections4.map.ListOrderedMapTest#testValueList_setByIndex,11,17,227.258514
