TC,LOC,SC,E
org.jsoup.helper.HttpConnectionTest#validationErrorsOnExecute,11,5,110.659195
org.jsoup.nodes.DocumentTest#htmlParseDefaultsToHtmlOutputSyntax,4,4,116.560822
org.jsoup.parser.XmlTreeBuilderTest#testSupplyParserToConnection,12,9,117.075699
org.jsoup.parser.HtmlParserTest#createsStructureFromBodySnippet,5,0,116.647339
org.jsoup.select.SelectorTest#startsWithBeginsWithSpace,5,2,117.789291
org.jsoup.nodes.DocumentTest#parseAndHtmlOnDifferentThreads,18,7,108.703232
org.jsoup.select.QueryParserTest#testParsesMultiCorrectly,14,16,105.684616
org.jsoup.nodes.AttributesTest#testSizeWhenHasInternal,12,11,107.33783
org.jsoup.select.SelectorTest#adjacentSiblings,8,4,120.825714
org.jsoup.select.XpathTest#supportsLocalname,7,0,110.446213
org.jsoup.nodes.ElementTest#testPrependNewHtml,10,8,120.563614
org.jsoup.nodes.DocumentTest#testShiftJisRoundtrip,9,4,113.085999
org.jsoup.parser.HtmlParserTest#parsesUnterminatedTextarea,6,0,122.849731
org.jsoup.nodes.ElementTest#testKeepsPreTextInCode,6,5,118.888504
org.jsoup.parser.TokenQueueTest#chompBalanced,9,8,107.396896
org.jsoup.nodes.EntitiesTest#letterDigitEntities,10,3,109.737595
org.jsoup.select.SelectorTest#parentWithClassChild,12,8,117.077576
org.jsoup.nodes.ElementTest#testExpectFirstMessageDoc,13,5,123.016876
org.jsoup.safety.CleanerTest#dropsUnresolvableRelativeLinks,5,1,109.77478
org.jsoup.nodes.ElementTest#testGetDataNodes,14,10,121.229691
org.jsoup.parser.HtmlParserTest#roundTripsCdata,11,0,125.840942
org.jsoup.nodes.AttributesTest#booleanEmptyString,7,7,112.310211
org.jsoup.helper.W3CDomTest#handlesInvalidTagAsText,6,5,122.375549
