TC,LOC,SC,E,P,T,E/SC,P/SC,T/SC,E/(SC/Loc),P/(SC/Loc),T/(SC/Loc),AR,ET,MG,ST,UT,RA,DepT,MNT,CTL,EmT,GF,IgT,SE,VT,DT,RO,DA,EH,CI,RP,LT
org.apache.commons.imaging.formats.psd.dataparsers.DataParserLabTest#testGetBasicChannelsCount,4,2,188.881516,11.876388,15.945907,94.440758,5.938194,7.9729535,377.763032,23.752776,31.891814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.tiff.TiffRasterStatisticsTest#testGetCountOfSamples,4,4,192.601532,11.763568,16.354711,48.150383,2.940892,4.08867775,192.601532,11.763568,16.354711,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.png.scanlinefilters.ScanlineFilterUpTest#testUnfilterWithNull,6,1,184.23819,11.773656,15.669805,184.23819,11.773656,15.669805,1105.4291400000002,70.64193600000002,94.01883000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.bmp.BmpImageParserTest#testImageForNegativeArraySizeException,6,5,190.90155,11.872967,16.0629,38.18031,2.3745933999999997,3.21258,229.08185999999998,14.247560399999998,19.275479999999998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
org.apache.commons.imaging.color.ColorCieLuvTest#testVAssignment,3,2,193.019547,11.79252,16.364591,96.5097735,5.89626,8.1822955,289.5293205,17.68878,24.546886500000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.pnm.PnmImageParserTest#testGetImageInfo_happyCase,10,11,194.276642,11.813503,16.471248,17.66151290909091,1.0739548181818181,1.4973861818181817,176.61512909090908,10.739548181818181,14.973861818181817,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.imaging.formats.tiff.photometricinterpreters.PhotometricInterpreterLogLuvTest#testGetRgbValues,15,12,183.479202,11.71959,15.586965,15.289933499999998,0.9766325,1.2989137499999999,229.34900249999998,14.6494875,19.483706249999997,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.color.ColorCieLchTest#testToString,3,2,200.603683,11.881422,16.880323,100.3018415,5.940711,8.4401615,300.9055245,17.822133,25.320484500000003,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.apache.commons.imaging.TestImageInfo#testToStringErrorWhenColorPaletteIsNull,4,5,191.682358,11.896313,16.182699,38.336471599999996,2.3792625999999997,3.2365398,153.34588639999998,9.517050399999999,12.9461592,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
org.apache.commons.imaging.formats.png.PngTextTest#test,52,14,202.230545,11.783468,17.109643,14.44503892857143,0.8416762857142857,1.222117357142857,751.1420242857143,43.767166857142854,63.55010257142857,5,0,1,0,0,0,0,1,4,0,0,0,0,1,0,1,0,1,0,0,0
